air_store_id,Model_No.,Selected_Model,Training_R2,Testing_R2,RMSLE
air_5cb030b9f0b91537,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.857064283,0.863471256,0.349371346
air_cc1a0e985ce63711,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.577199746,0.331324764,0.349571046
air_b0a6a4c5e95c74cf,model_2,"STL +  ETS(A,N,N)",NA for STL,0.891760091,0.349783503
air_b2dcec37b83e2494,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.709266569,0.813913163,0.351294024
air_1707a3f18bb0da07,model_5,"Regression with ARIMA(0,1,1)(2,0,0)[7] errors",0.834393244,0.929583216,0.351296782
air_67f87c159d9e2ee2,model_3,l_train ~ log_reserves + closed_days + mon_thurs + friday + saturday,0.760398545,0.455172052,0.351357971
air_fb44f566d4f64a4e,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.933856583,0.938232486,0.352287955
air_ccd19a5bc5573ae5,model_3,l_train ~ log_reserves + closed_days + mon_thurs + friday + saturday,0.706333748,0.685051363,0.352380005
air_d138b593ebda55cc,model_5,"Regression with ARIMA(0,1,1)(0,0,1)[7] errors",0.552140586,0.37869704,0.352917264
air_950381108f839348,model_5,"Regression with ARIMA(0,0,0) errors",0.905873556,0.937381328,0.353345318
air_bb4ff06cd661ee9b,model_4,"ARIMA(1,0,0)(0,1,0)[7]",0.783456637,0.923665768,0.353418614
air_72f5146cf0c49beb,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.683868699,0.118532101,0.353632574
air_bfafaed35e213fd7,model_5,"Regression with ARIMA(0,1,1)(1,0,0)[7] errors",0.793982129,0.875136623,0.354286619
air_cd5f54969be9ed08,model_1,"ETS(A,N,A)",0.505601818,0.778347907,0.354537118
air_39dccf7df20b1c6a,model_5,"Regression with ARIMA(1,0,0) errors",0.546728368,0.279789833,0.354577533
air_16179d43b6ee5fd8,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.88043539,0.902198094,0.35464773
air_546b353cbea4a45b,model_5,"Regression with ARIMA(0,0,0) errors",0.896184244,0.898197779,0.354864088
air_9d474ec2448c700d,model_5,"Regression with ARIMA(0,0,0) errors",0.752609826,0.881369986,0.355085129
air_9352c401d5adb01b,model_5,"Regression with ARIMA(0,1,1) errors",0.855949255,0.844634231,0.355648338
air_7f3dc18494bce98b,model_1,"ETS(A,N,A)",0.400740502,0.499805028,0.35582759
air_ef789667e2e6fe96,model_3,l_train ~ log_reserves + closed_days + mon_thurs + friday + saturday,0.651536268,0.702735577,0.356874948
air_96ec3cfe78cb0652,model_5,"Regression with ARIMA(0,0,0) errors",0.92290266,0.923070311,0.357096896
air_6d65dd11d96e00fb,model_5,"Regression with ARIMA(1,1,1)(0,0,2)[7] errors",0.839704015,0.853035333,0.357213398
air_96773a6236d279b1,model_3,l_train ~ log_reserves + closed_days + mon_thurs + friday + saturday,0.762431608,0.887090616,0.357668128
air_84f6876ff7e83ae7,model_3,l_train ~ log_reserves + closed_days + mon_thurs + friday + saturday,0.857909593,0.897386046,0.360146899
air_7db266904cb0d72a,model_3,l_train ~ log_reserves + closed_days + mon_thurs + friday + saturday,0.821623529,0.864958618,0.361079451
air_500641aca4cf673c,model_1,"ETS(A,N,A)",0.741631344,0.937463497,0.361698425
air_97cf68dc1a9beac0,model_3,l_train ~ log_reserves + closed_days + mon_thurs + friday + saturday,0.831694727,0.886634554,0.361952773
air_83db5aff8f50478e,model_5,"Regression with ARIMA(1,1,1) errors",0.737522119,0.865435361,0.362199606
air_d07e57b21109304a,model_5,"Regression with ARIMA(0,1,1)(0,0,1)[7] errors",0.699770496,0.396521589,0.362225146
air_1d25ca6c76df48b4,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.765030171,0.280522194,0.362549075
air_536043fcf1a4f8a4,model_5,"Regression with ARIMA(0,0,0)(1,0,0)[7] errors",0.653662897,0.265826985,0.362683746
air_4feeb8600f131e43,model_5,"Regression with ARIMA(0,0,0) errors",0.965956243,0.939446459,0.362820654
air_96929a799b12a43e,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.8885362,0.934965359,0.363544063
air_ee3a01f0c71a769f,model_3,l_train ~ log_reserves + closed_days + mon_thurs + friday + saturday,0.922645151,0.920502657,0.365093409
air_e657ca554b0c008c,model_5,"Regression with ARIMA(0,0,0) errors",0.799940849,0.912499222,0.365826067
air_883ca28ef0ed3d55,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.310270681,0.228751795,0.366643972
air_bedd35489e666605,model_5,"Regression with ARIMA(0,1,1) errors",0.899032122,0.938230532,0.366683325
air_5dea8a7a5bf5eb71,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.647195606,3.40E-07,0.367157513
air_b8925441167c3152,model_5,"Regression with ARIMA(1,1,1)(1,0,0)[7] errors",0.70696199,0.774502884,0.367277838
air_91d72e16c4bcba55,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.801693997,0.858553651,0.367648553
air_c6aa2efba0ffc8eb,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.91587683,0.9356722,0.368259101
air_4570f52104fe0982,model_5,"Regression with ARIMA(0,1,1) errors",0.582286539,0.730190744,0.368818401
air_85bd13a49370c392,model_5,"Regression with ARIMA(0,0,0) errors",0.534170432,0.115002114,0.368942119
air_452100f5305dde64,model_5,"Regression with ARIMA(0,0,0) errors",0.823903088,0.856043752,0.369209187
air_cbe139af83feb388,model_1,"ETS(A,N,A)",0.644626436,0.514488509,0.369216537
air_9d452a881f7f2bb7,model_3,l_train ~ log_reserves + closed_days + mon_thurs + friday + saturday,0.673280502,0.88417441,0.369258106
air_b30fffd7ab1e75a5,model_5,"Regression with ARIMA(0,1,1)(1,0,0)[7] errors",0.909666821,0.914033003,0.369582333
air_709262d948dd0b6e,model_5,"Regression with ARIMA(0,0,0) errors",0.830892622,0.897737161,0.370047931
air_9ae7081cb77dc51e,model_2,"STL +  ETS(A,N,N)",NA for STL,0.718905117,0.37033329
air_9bf595ef095572fb,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.693488514,0.523938602,0.370349157
air_401b39f97e56b939,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.900226723,0.91020591,0.371289934
air_c225148c0fcc5c72,model_5,"Regression with ARIMA(0,1,1)(1,0,0)[7] errors",0.770846851,0.887095189,0.371700432
air_346ade7d29230634,model_5,"Regression with ARIMA(0,1,1)(1,0,2)[7] errors",0.766008493,0.852245017,0.372188971
air_3440e0ea1b70a99b,model_5,"Regression with ARIMA(1,0,1)(2,0,1)[7] errors",0.690364286,0.484551592,0.372460687
air_f180301886c21375,model_3,l_train ~ log_reserves + closed_days + mon_thurs + friday + saturday,0.765403657,0.771461206,0.372943618
air_0382c794b73b51ad,model_5,"Regression with ARIMA(0,1,1)(0,0,2)[7] errors",0.92521798,0.962558525,0.373075038
air_6607fe3671242ce3,model_1,"ETS(A,N,A)",0.323172657,0.575568791,0.373300431
air_24e8414b9b07decb,model_5,"Regression with ARIMA(0,1,1)(1,0,0)[7] errors",0.833924345,0.780399672,0.373489635
air_09661c0f3259cc04,model_5,"Regression with ARIMA(0,0,0)(1,0,0)[7] errors",0.784518359,0.768531994,0.373944459
air_a11473cc1eb9a27f,model_5,"Regression with ARIMA(0,0,0)(1,0,0)[7] errors",0.859309151,0.935886715,0.37436019
air_e3020992d5fe5dfd,model_5,"Regression with ARIMA(1,0,1)(1,0,0)[7] errors",0.813879716,0.858944658,0.375034689
air_e8ed9335d0c38333,model_5,"Regression with ARIMA(2,1,1)(1,0,0)[7] errors",0.932522007,0.924165663,0.376225701
air_e08b9cf82057a170,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.672678402,0.499724935,0.376921832
air_68301bcb11e2f389,model_2,"STL +  ETS(A,N,N)",NA for STL,0.171733833,0.377410187
air_e89735e80d614a7e,model_3,l_train ~ log_reserves + closed_days + mon_thurs + friday + saturday,0.879706471,0.952552999,0.377510159
air_4d90a22572fa1ec9,model_5,"Regression with ARIMA(0,0,0)(1,0,0)[7] errors",0.866457084,0.893232055,0.377711576
air_8a906e5801eac81c,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.913700593,0.882663751,0.378247047
air_1eeff462acb24fb7,model_5,"Regression with ARIMA(2,1,2)(1,0,0)[7] errors",0.837157759,0.879424527,0.37835229
air_f88898cd09f40496,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.553406887,0.603455867,0.379064059
air_9105a29b0eb250d2,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.530165511,0.638191781,0.379104053
air_bfda7731a6c6fc61,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.8751533,0.934220855,0.379446785
air_00a91d42b08b08d9,model_5,"Regression with ARIMA(2,1,1) errors",0.904935406,0.922299951,0.379786746
air_c47aa7493b15f297,model_5,"Regression with ARIMA(0,1,1) errors",0.901424631,0.590328283,0.380557989
air_0585011fa179bcce,model_5,"Regression with ARIMA(0,1,1) errors",0.587538988,0.576366763,0.381271462
air_a1fe8c588c8d2f30,model_5,"Regression with ARIMA(0,0,0) errors",0.440731524,0.867696251,0.38211527
air_90bd5de52c166767,model_5,"Regression with ARIMA(0,1,1) errors",0.866435922,0.892770231,0.382121676
air_5e34c6fe6fabd10e,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.86637851,0.925700811,0.382884615
air_cadf9cfb510a1d78,model_5,"Regression with ARIMA(0,1,1) errors",0.919535792,0.902999342,0.383356229
air_5ed3198e4a5eed0f,model_5,"Regression with ARIMA(0,1,2)(0,0,1)[7] errors",0.943173493,0.961897085,0.383512177
air_a510dcfe979f09eb,model_5,"Regression with ARIMA(0,0,0) errors",0.457452488,0.547848048,0.383913217
air_ced6297e5bdf5130,model_5,"Regression with ARIMA(1,1,1)(1,0,0)[7] errors",0.867663482,0.710925929,0.38473699
air_fd6aac1043520e83,model_5,"Regression with ARIMA(0,0,0) errors",0.910752095,0.919955531,0.38494516
air_e58f669b6f1a08ce,model_2,"STL +  ETS(A,N,N)",NA for STL,0.859631327,0.38500367
air_daa7947e1c47f5ed,model_2,"STL +  ETS(A,N,N)",NA for STL,0.430192578,0.385283832
air_56cd12f31a0afc04,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.754416454,0.249809684,0.385516009
air_2aab19554f91ff82,model_4,"ARIMA(1,0,0)(1,1,0)[7] with drift",0.626565541,0.930659901,0.385604692
air_d1f20424f76cc78e,model_5,"Regression with ARIMA(0,0,0) errors",0.858926579,0.870966183,0.385612495
air_0b1e72d2d4422b20,model_3,l_train ~ log_reserves + closed_days + mon_thurs + friday + saturday,0.789726622,0.889830928,0.385788678
air_a678e5b144ca24ce,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.905743654,0.873600843,0.386041682
air_eb5788dba285e725,model_5,"Regression with ARIMA(0,0,0) errors",0.831721284,0.871320267,0.389095519
air_abcdc8115988a010,model_5,"Regression with ARIMA(0,0,0)(1,0,0)[7] errors",0.68888363,0.900235418,0.389160054
air_64d4491ad8cdb1c6,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.74149866,0.834949918,0.389311915
air_396166d47733d5c9,model_5,"Regression with ARIMA(0,1,1) errors",0.786938684,0.758398159,0.389942446
air_1ae94f514a0bce13,model_5,"Regression with ARIMA(1,1,1) errors",0.918020083,0.973720098,0.390062772
air_ec0fad2def4dcff0,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.864384841,0.851769544,0.390324042
air_4b55d8aea1d2b395,model_5,"Regression with ARIMA(0,1,1) errors",0.937096349,0.617377652,0.3910615
air_eb20a89bba7dd3d0,model_5,"Regression with ARIMA(0,1,1)(0,0,1)[7] errors",0.716486361,0.738955778,0.391338561
air_6b9fa44a9cf504a1,model_3,l_train ~ log_reserves + closed_days + mon_thurs + friday + saturday,0.770179004,0.788092668,0.39166673
air_397d3f32a7196aa2,model_5,"Regression with ARIMA(0,1,1)(1,0,0)[7] errors",0.88018606,0.906973688,0.391884907
air_88c8e34baa79217b,model_5,"Regression with ARIMA(0,0,0)(0,0,1)[7] errors",0.907721757,0.834062035,0.392823154
air_8764b3473ddcceaf,model_5,"Regression with ARIMA(0,1,1)(1,0,1)[7] errors",0.894821514,0.774276331,0.39292434
air_d54d6fcb116fbed3,model_5,"Regression with ARIMA(0,1,1)(1,0,0)[7] errors",0.825207501,0.724674409,0.393707033
air_9d93d95720f2e831,model_5,"Regression with ARIMA(0,1,1)(1,0,0)[7] errors",0.839495771,0.874540212,0.393963445
air_d477b6339b8ce69f,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.701425565,0.79515885,0.394054488
air_2f8ced25216df926,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.399089193,0.167378285,0.394211945
air_1ba4e87ef7422183,model_5,"Regression with ARIMA(0,0,0) errors",0.732460321,0.075127835,0.39454824
air_b28bed4b2e7167b7,model_5,"Regression with ARIMA(0,1,1) errors",0.609518252,0.311337421,0.394951357
air_421670f21da5ba31,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.855006724,0.850950705,0.395520874
air_15e6e15c7ea2c162,model_5,"Regression with ARIMA(0,1,1)(2,0,1)[7] errors",0.815446407,0.816461647,0.396234349
air_23ee674e91469086,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.755135274,0.663681586,0.396513483
air_a271c9ba19e81d17,model_5,"Regression with ARIMA(0,0,0) errors",0.045715071,0.252126448,0.39654245
air_9a30407764f4ff84,model_5,"Regression with ARIMA(0,1,1)(0,0,1)[7] errors",0.924132853,0.901201179,0.397432694
air_2a7f14da7fe0f699,model_5,"Regression with ARIMA(0,0,0)(2,0,0)[7] errors",0.871285655,0.929004357,0.3975139
air_09a845d5b5944b01,model_5,"Regression with ARIMA(0,1,1)(2,0,1)[7] errors",0.776604433,0.789946321,0.397938436
air_97b2a9f975fc702c,model_3,l_train ~ log_reserves + closed_days + mon_thurs + friday + saturday,0.655092897,0.56120547,0.397961008
air_820d1919cbecaa0a,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.862228209,0.838635174,0.397993054
air_12c4fb7a423df20d,model_5,"Regression with ARIMA(1,0,0)(1,0,0)[7] errors",0.5230715,0.506558491,0.398295209
air_20add8092c9bb51d,model_5,"Regression with ARIMA(0,1,2)(1,0,0)[7] errors",0.625202067,0.687309619,0.398533661
air_e270aff84ac7e4c8,model_3,l_train ~ log_reserves + closed_days + mon_thurs + friday + saturday,0.369153903,0.783904677,0.401222452
air_eeeadee005c006a2,model_1,"ETS(A,Ad,A)",0.130763814,0.123643315,0.401234492
air_9dc9483f717d73ee,model_5,"Regression with ARIMA(0,1,1) errors",0.789459736,0.785125388,0.402936721
air_f183a514cb8ff4fa,model_1,"ETS(A,N,A)",0.420851582,0.131799941,0.403068677
air_6873982b9e19c7ad,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.757316393,0.792476457,0.403140685
air_de803f7e324936b8,model_3,l_train ~ log_reserves + closed_days + mon_thurs + friday + saturday,0.433104904,0.464463049,0.40318867
air_6b15edd1b4fbb96a,model_5,"Regression with ARIMA(0,1,1) errors",0.702694528,0.559862344,0.403421392
air_7bacc4d36fb094c9,model_5,"Regression with ARIMA(0,0,0) errors",0.734622585,0.849650996,0.404684617
air_789466e488705c93,model_3,l_train ~ log_reserves + closed_days + mon_thurs + friday + saturday,0.783404876,0.907127129,0.404709101
air_f690c42545146e0a,model_3,l_train ~ log_reserves + closed_days + mon_thurs + friday + saturday,0.847310769,0.892526205,0.405658893
air_228f10bec0bda9c8,model_5,"Regression with ARIMA(0,0,0) errors",0.862165388,0.865688119,0.405701105
air_aa0049fe3cc6f4d6,model_5,"Regression with ARIMA(0,1,1) errors",0.594037578,0.415572321,0.405777539
air_4d21676ed11f0bac,model_5,"Regression with ARIMA(0,1,1)(1,0,1)[7] errors",0.751599609,0.794929128,0.40635303
air_3b20733899b5287f,model_5,"Regression with ARIMA(1,1,1)(0,0,1)[7] errors",0.95645541,0.931182022,0.406568212
air_df554c4527a1cfe6,model_5,"Regression with ARIMA(1,0,0)(1,0,0)[7] errors",0.972819203,0.578668807,0.407083288
air_947eb2cae4f3e8f2,model_5,"Regression with ARIMA(1,0,0)(2,0,0)[7] errors",0.406324862,0.717260768,0.407203179
air_71903025d39a4571,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.379504277,0.328505242,0.407270571
air_60a7057184ec7ec7,model_1,"ETS(A,N,A)",0.337221939,0.483258958,0.408315501
air_95e917913cd988f3,model_4,"ARIMA(1,0,0)(1,1,1)[7]",0.839694276,0.947942893,0.410232495
air_68c1de82037d87e6,model_3,l_train ~ log_reserves + closed_days + mon_thurs + friday + saturday,0.894774718,0.891002012,0.410407712
air_fab092c35776a9b1,model_5,"Regression with ARIMA(0,1,1)(1,0,0)[7] errors",0.664668853,0.486607242,0.41085705
air_c9f6de13be8b8f25,model_5,"Regression with ARIMA(1,1,1)(1,0,0)[7] errors",0.61214657,0.593519714,0.410905441
air_5f3a3ef4cba110a4,model_5,"Regression with ARIMA(0,1,1)(0,0,1)[7] errors",0.900315637,0.921472159,0.411387881
air_683371d9baabf410,model_5,"Regression with ARIMA(1,1,2) errors",0.919774658,0.874739771,0.411459831
air_0241aa3964b7f861,model_5,"Regression with ARIMA(0,1,1) errors",0.752430582,0.76386154,0.412405896
air_1653a6c513865af3,model_5,"Regression with ARIMA(0,1,1) errors",0.825022551,0.907760055,0.412807992
air_627cabe2fe53f33f,model_5,"Regression with ARIMA(0,0,0)(1,0,0)[7] errors",0.820212445,0.871559145,0.41315618
air_3f91d592acd6cc0b,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.80187837,0.802841126,0.413664832
air_a083834e7ffe187e,model_5,"Regression with ARIMA(0,1,1) errors",0.46788926,0.759940555,0.41393258
air_2a24aec099333f39,model_1,"ETS(A,N,A)",0.675048962,0.800564691,0.414220481
air_3caef3f76b8f26c5,model_5,"Regression with ARIMA(0,0,0) errors",0.860418218,0.937496424,0.415128226
air_32f5d7cd696e3c4a,model_1,"ETS(A,N,A)",0.414169719,0.630315152,0.415454442
air_c027e2b560442808,model_5,"Regression with ARIMA(1,0,0)(1,0,1)[7] errors",0.673933827,0.731890364,0.416234474
air_16c4cfddeb2cf69b,model_5,"Regression with ARIMA(1,0,0) errors",0.407324095,0.408162416,0.417380235
air_681f96e6a6595f82,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.932753858,0.900529038,0.417718054
air_2c989829acbd1c6b,model_3,l_train ~ log_reserves + closed_days + mon_thurs + friday + saturday,0.881258812,0.922133366,0.417926919
air_93b9bb641f8fc982,model_5,"Regression with ARIMA(0,0,0) errors",0.623484502,0.1443429,0.418468506
air_a218912784bf767d,model_5,"Regression with ARIMA(0,0,0) errors",0.766576612,0.769944789,0.418679491
air_347be2c4feeb408b,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.950195543,0.8653193,0.419174787
air_5c817ef28f236bdf,model_5,"Regression with ARIMA(0,1,2)(2,0,0)[7] errors",0.470011592,0.5538879,0.419769768
air_bf7591560077332d,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.792997574,0.860024313,0.420085155
air_303bac187b53083a,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.876545841,0.870753861,0.421131722
air_375a5241615b5e22,model_5,"Regression with ARIMA(0,1,1) errors",0.744082487,0.638954592,0.421315638
air_6ced51c24fb54262,model_5,"Regression with ARIMA(0,0,0) errors",0.683277828,0.832566429,0.4215027
air_859feab8e3c9f98d,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.910634024,0.881696629,0.422239589
air_2cee51fa6fdf6c0d,model_5,"Regression with ARIMA(2,0,1) errors",0.836971184,0.912239821,0.422342684
air_90213bcae4afa274,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.857965594,0.886123627,0.42250849
air_a257c9749d8d0ff6,model_2,"STL +  ETS(M,N,N)",NA for STL,0.870795431,0.422759016
air_c3dcaf3aeb18e20e,model_1,"ETS(A,N,A)",0.538523673,0.520489667,0.422808345
air_84060403939d8216,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.571374793,0.24030597,0.423117809
air_04341b588bde96cd,model_5,"Regression with ARIMA(0,0,0) errors",0.447648977,0.18268215,0.424362451
air_8d50c64692322dff,model_5,"Regression with ARIMA(2,1,3)(2,0,2)[7] errors",0.90634542,0.898910107,0.424641482
air_efc80d3f96b3aff7,model_5,"Regression with ARIMA(0,1,1)(0,0,2)[7] errors",0.634204323,0.750762058,0.424746318
air_414ff459ed18fa48,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.446375345,0.13765517,0.425590874
air_a8533b7a992bb0ca,model_5,"Regression with ARIMA(0,1,1) errors",0.805362781,0.071787382,0.425614102
air_890d7e28e8eaaa11,model_5,"Regression with ARIMA(0,0,0) errors",0.706827291,0.747223741,0.425801705
air_b5bdd318005d9aa4,model_5,"Regression with ARIMA(0,1,2) errors",0.945513605,0.964730326,0.426509163
air_6e64fb5821402cd2,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.798432972,0.825132219,0.426565366
air_5acc13d655a6e8b2,model_3,l_train ~ log_reserves + closed_days + mon_thurs + friday + saturday,0.816053012,0.834942202,0.427177651
air_f927b2da69a82341,model_5,"Regression with ARIMA(0,1,1) errors",0.914426827,0.873157374,0.427325829
air_8c119d1f16049f20,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.514402151,0.087577444,0.4277189
air_a41b032371a63427,model_2,"STL +  ETS(A,N,N)",NA for STL,0.807125888,0.428163228
air_a373500730e2a9e0,model_5,"Regression with ARIMA(0,0,0) errors",0.813728789,0.791900792,0.428448993
air_968d72c12eed09f0,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.756335431,0.854999062,0.428520101
air_0ead98dd07e7a82a,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.713216702,0.884690586,0.429292667
air_9fc607777ad76b26,model_5,"Regression with ARIMA(0,1,1) errors",0.804651618,0.884221291,0.429491013
air_473cf23b9e7c0a37,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.815693712,0.765512904,0.429731763
air_81546875de9c8e78,model_5,"Regression with ARIMA(0,0,0)(1,0,0)[7] errors",0.448409314,0.333518162,0.429974028
air_55e11c33d4758131,model_1,"ETS(A,N,A)",0.412194964,0.521484597,0.430277185
air_db1233ad855b34d5,model_5,"Regression with ARIMA(0,1,1) errors",0.540149844,0.772344652,0.430419469
air_990a642a3deb2903,model_5,"Regression with ARIMA(0,1,1)(0,0,1)[7] errors",0.86204707,0.94624445,0.430628979
air_e053c561f32acc28,model_5,"Regression with ARIMA(0,1,1) errors",0.646021396,0.541956957,0.430799251
air_24b9b2a020826ede,model_3,l_train ~ log_reserves + closed_days + mon_thurs + friday + saturday,0.871674657,0.8421781,0.430803226
air_1d3f797dd1f7cf1c,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.753407713,0.08917527,0.43084548
air_eceb97ad6a7d4c07,model_5,"Regression with ARIMA(0,0,0) errors",0.782127505,0.345410854,0.43098983
air_472b19e3b5bffa41,model_5,"Regression with ARIMA(0,1,1)(1,0,0)[7] errors",0.831177905,0.852188799,0.431004206
air_2d78d9a1f4dd02ca,model_5,"Regression with ARIMA(0,1,1) errors",0.768056358,0.809252042,0.431263651
air_35512c42db0868da,model_5,"Regression with ARIMA(0,1,1)(1,0,0)[7] errors",0.328938287,0.367505245,0.433806867
air_98b54e32ccddd896,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.847279064,0.833142005,0.434474774
air_9828505fefc77d75,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.837372514,0.847528962,0.434487418
air_3ac24136722e2291,model_5,"Regression with ARIMA(0,0,0) errors",0.668377307,0.64337911,0.434565339
air_f1094dbf2aef85d9,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.747029964,0.7961612,0.434739522
air_ecf7f141339f1d57,model_5,"Regression with ARIMA(0,0,0) errors",0.859126495,0.866142661,0.434860097
air_632ba66e1f75aa28,model_3,l_train ~ log_reserves + closed_days + mon_thurs + friday + saturday,0.725767293,0.905748616,0.435087542
air_220cba70c890b119,model_5,"Regression with ARIMA(0,0,0) errors",0.615358168,0.428632186,0.435202054
air_fff68b929994bfbd,model_5,"Regression with ARIMA(0,0,0) errors",0.553472206,0.191608716,0.435505671
air_b5598d12d1b84890,model_5,"Regression with ARIMA(0,0,0) errors",0.653413602,0.310232305,0.435569736
air_f96765e800907c77,model_5,"Regression with ARIMA(0,1,1)(1,0,2)[7] errors",0.840599162,0.931482899,0.435848021
